y_grad,unit,sex,age,geo,year,value
Total,Number,Males,From 55 to 64 years,Sweden,2006,9623
Total,Number,Males,From 55 to 64 years,Slovenia,2009,866
Total,Number,Males,From 55 to 64 years,Slovenia,2006,0
Total,Number,Males,From 55 to 64 years,Turkey,2009,7880
Total,Number,Males,From 55 to 64 years,Turkey,2006,0
Total,Number,Males,From 55 to 64 years,United States,2009,135300
Total,Number,Males,From 55 to 64 years,United States,2006,135300
Total,Number,Males,From 65 to 69 years,Bulgaria,2009,1420
Total,Number,Males,From 65 to 69 years,Bulgaria,2006,1547
Total,Number,Males,From 65 to 69 years,Switzerland,2009,7863
Total,Number,Males,From 65 to 69 years,Switzerland,2006,4984
Total,Number,Males,From 65 to 69 years,Cyprus,2009,0
Total,Number,Males,From 65 to 69 years,Cyprus,2006,96
Total,Number,Males,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2009,144780
Total,Number,Males,From 65 to 69 years,Germany (until 1990 former territory of the FRG),2006,0
Total,Number,Males,From 65 to 69 years,Denmark,2009,166
Total,Number,Males,From 65 to 69 years,Denmark,2006,0
Total,Number,Males,From 65 to 69 years,Estonia,2009,0
Total,Number,Males,From 65 to 69 years,Estonia,2006,226
Total,Number,Males,From 65 to 69 years,Finland,2009,1144
Total,Number,Males,From 65 to 69 years,Finland,2006,852
Total,Number,Males,From 65 to 69 years,Croatia,2009,568
Total,Number,Males,From 65 to 69 years,Croatia,2006,693
Total,Number,Males,From 65 to 69 years,Hungary,2009,81
Total,Number,Males,From 65 to 69 years,Hungary,2006,0
Total,Number,Males,From 65 to 69 years,Israel,2009,2509
Total,Number,Males,From 65 to 69 years,Israel,2006,0
Total,Number,Males,From 65 to 69 years,Iceland,2009,23
Total,Number,Males,From 65 to 69 years,Iceland,2006,53
Total,Number,Males,From 65 to 69 years,Lithuania,2009,697
Total,Number,Males,From 65 to 69 years,Lithuania,2006,1064
Total,Number,Males,From 65 to 69 years,Latvia,2009,349
Total,Number,Males,From 65 to 69 years,Latvia,2006,403
Total,Number,Males,From 65 to 69 years,Malta,2009,62
Total,Number,Males,From 65 to 69 years,Malta,2006,0
Total,Number,Males,From 65 to 69 years,Netherlands,2009,0
Total,Number,Males,From 65 to 69 years,Netherlands,2006,3000
Total,Number,Males,From 65 to 69 years,Norway,2009,842
Total,Number,Males,From 65 to 69 years,Norway,2006,560
Total,Number,Males,From 65 to 69 years,Poland,2009,35
Total,Number,Males,From 65 to 69 years,Poland,2006,0
Total,Number,Males,From 65 to 69 years,Portugal,2009,5
Total,Number,Males,From 65 to 69 years,Portugal,2006,396
Total,Number,Males,From 65 to 69 years,Russia,2009,296
Total,Number,Males,From 65 to 69 years,Russia,2006,0
Total,Number,Males,From 65 to 69 years,Sweden,2009,4486
Total,Number,Males,From 65 to 69 years,Sweden,2006,3542
Total,Number,Males,From 65 to 69 years,Slovenia,2009,341u
Total,Number,Males,From 65 to 69 years,Slovenia,2006,0
Total,Number,Males,From 65 to 69 years,Turkey,2009,2113
Total,Number,Males,From 65 to 69 years,Turkey,2006,0
Total,Number,Males,From 65 to 69 years,United States,2009,61200
Total,Number,Males,From 65 to 69 years,United States,2006,48800
Total,Number,Males,70 years or over,Switzerland,2009,0
Total,Number,Males,70 years or over,Switzerland,2006,11527
Total,Number,Males,70 years or over,Denmark,2009,0
Total,Number,Males,70 years or over,Denmark,2006,0
Total,Number,Males,70 years or over,Estonia,2009,0
Total,Number,Males,70 years or over,Estonia,2006,0
Total,Number,Males,70 years or over,Finland,2009,0
Total,Number,Males,70 years or over,Finland,2006,1043
Total,Number,Males,70 years or over,Iceland,2009,0
Total,Number,Males,70 years or over,Iceland,2006,5
Total,Number,Males,70 years or over,Netherlands,2009,0
Total,Number,Males,70 years or over,Netherlands,2006,7000
Total,Number,Males,70 years or over,Norway,2009,0
Total,Number,Males,70 years or over,Norway,2006,230
Total,Number,Males,70 years or over,United States,2009,0
Total,Number,Males,70 years or over,United States,2006,6800
Total,Number,Males,Less than 35 years,Bulgaria,2009,672
Total,Number,Males,Less than 35 years,Bulgaria,2006,341
Total,Number,Males,Less than 35 years,Switzerland,2009,15241
Total,Number,Males,Less than 35 years,Switzerland,2006,10361
Total,Number,Males,Less than 35 years,Cyprus,2009,0
Total,Number,Males,Less than 35 years,Cyprus,2006,176
Total,Number,Males,Less than 35 years,Germany (until 1990 former territory of the FRG),2009,45180
Total,Number,Males,Less than 35 years,Germany (until 1990 former territory of the FRG),2006,0
Total,Number,Males,Less than 35 years,Denmark,2009,1155
Total,Number,Males,Less than 35 years,Denmark,2006,388
Total,Number,Males,Less than 35 years,Estonia,2009,0
Total,Number,Males,Less than 35 years,Estonia,2006,204
Total,Number,Males,Less than 35 years,Finland,2009,1400
Total,Number,Males,Less than 35 years,Finland,2006,1206
Total,Number,Males,Less than 35 years,Croatia,2009,384
Total,Number,Males,Less than 35 years,Croatia,2006,249
Total,Number,Males,Less than 35 years,Hungary,2009,189
Total,Number,Males,Less than 35 years,Hungary,2006,0
Total,Number,Males,Less than 35 years,Israel,2009,689
Total,Number,Males,Less than 35 years,Israel,2006,0
Total,Number,Males,Less than 35 years,Iceland,2009,12
Total,Number,Males,Less than 35 years,Iceland,2006,53
Total,Number,Males,Less than 35 years,Lithuania,2009,562
Total,Number,Males,Less than 35 years,Lithuania,2006,601
Total,Number,Males,Less than 35 years,Latvia,2009,151
Total,Number,Males,Less than 35 years,Latvia,2006,130
Total,Number,Males,Less than 35 years,Malta,2009,37
Total,Number,Males,Less than 35 years,Malta,2006,0
Total,Number,Males,Less than 35 years,Netherlands,2009,0
Total,Number,Males,Less than 35 years,Netherlands,2006,7000
Total,Number,Males,Less than 35 years,Norway,2009,1213
Total,Number,Males,Less than 35 years,Norway,2006,1320
Total,Number,Males,Less than 35 years,Poland,2009,693
Total,Number,Males,Less than 35 years,Poland,2006,0
Total,Number,Males,Less than 35 years,Portugal,2009,298
Total,Number,Males,Less than 35 years,Portugal,2006,546
Total,Number,Males,Less than 35 years,Russia,2009,301
Total,Number,Males,Less than 35 years,Russia,2006,0
Total,Number,Males,Less than 35 years,Sweden,2009,4199
Total,Number,Males,Less than 35 years,Sweden,2006,4224
Total,Number,Males,Less than 35 years,Slovenia,2009,717
Total,Number,Males,Less than 35 years,Slovenia,2006,0
Total,Number,Males,Less than 35 years,Turkey,2009,5793
Total,Number,Males,Less than 35 years,Turkey,2006,0
Total,Number,Males,Less than 35 years,United States,2009,46100
Total,Number,Males,Less than 35 years,United States,2006,42500
Total,Number,Total,Total,Bulgaria,2009,15632
Total,Number,Total,Total,Bulgaria,2006,14421
Total,Number,Total,Total,Switzerland,2009,143647
Total,Number,Total,Total,Switzerland,2006,127529
Total,Number,Total,Total,Cyprus,2009,0
Total,Number,Total,Total,Cyprus,2006,2160
Total,Number,Total,Total,Germany (until 1990 former territory of the FRG),2009,766410
Total,Number,Total,Total,Germany (until 1990 former territory of the FRG),2006,647310
Total,Number,Total,Total,Denmark,2009,14108
Total,Number,Total,Total,Denmark,2006,1110
Total,Number,Total,Total,Estonia,2009,0
Total,Number,Total,Total,Estonia,2006,2794
Total,Number,Total,Total,Finland,2009,22226
Total,Number,Total,Total,Finland,2006,20045
Total,Number,Total,Total,Croatia,2009,8305
Total,Number,Total,Total,Croatia,2006,7295
Total,Number,Total,Total,Hungary,2009,1764
Total,Number,Total,Total,Hungary,2006,0
Total,Number,Total,Total,Israel,2009,33627
Total,Number,Total,Total,Israel,2006,0
Total,Number,Total,Total,Iceland,2009,347
Total,Number,Total,Total,Iceland,2006,1242
Total,Number,Total,Total,Lithuania,2009,9603
Total,Number,Total,Total,Lithuania,2006,9475
Total,Number,Total,Total,Latvia,2009,3462
Total,Number,Total,Total,Latvia,2006,3603
Total,Number,Total,Total,Malta,2009,547
Total,Number,Total,Total,Malta,2006,0
Total,Number,Total,Total,Netherlands,2009,0
Total,Number,Total,Total,Netherlands,2006,80000
Total,Number,Total,Total,Norway,2009,18277
Total,Number,Total,Total,Norway,2006,15140
Total,Number,Total,Total,Poland,2009,3562
Total,Number,Total,Total,Poland,2006,0
Total,Number,Total,Total,Portugal,2009,1497
Total,Number,Total,Total,Portugal,2006,13324
Total,Number,Total,Total,Russia,2009,3354
Total,Number,Total,Total,Russia,2006,0
Total,Number,Total,Total,Sweden,2009,60678
Total,Number,Total,Total,Sweden,2006,54894
Total,Number,Total,Total,Slovenia,2009,6477
Total,Number,Total,Total,Slovenia,2006,0
Total,Number,Total,Total,Turkey,2009,77424
Total,Number,Total,Total,Turkey,2006,0
Total,Number,Total,Total,United States,2009,708900
Total,Number,Total,Total,United States,2006,681000
Total,Number,Total,Unknown,Bulgaria,2009,0
Total,Number,Total,Unknown,Bulgaria,2006,0
Total,Number,Total,Unknown,Germany (until 1990 former territory of the FRG),2009,0
Total,Number,Total,Unknown,Germany (until 1990 former territory of the FRG),2006,0
Total,Number,Total,Unknown,Lithuania,2009,0
Total,Number,Total,Unknown,Lithuania,2006,0
Total,Number,Total,Unknown,Norway,2009,0
Total,Number,Total,Unknown,Norway,2006,0
Total,Number,Total,Unknown,Poland,2009,0
Total,Number,Total,Unknown,Poland,2006,0
Total,Number,Total,Unknown,Portugal,2009,0
Total,Number,Total,Unknown,Portugal,2006,0
Total,Number,Total,Unknown,Russia,2009,0
Total,Number,Total,Unknown,Russia,2006,0
Total,Number,Total,From 35 to 44 years,Bulgaria,2009,2682
Total,Number,Total,From 35 to 44 years,Bulgaria,2006,2125
Total,Number,Total,From 35 to 44 years,Switzerland,2009,41774
Total,Number,Total,From 35 to 44 years,Switzerland,2006,37598
Total,Number,Total,From 35 to 44 years,Cyprus,2009,0
Total,Number,Total,From 35 to 44 years,Cyprus,2006,636
Total,Number,Total,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2009,188320
Total,Number,Total,From 35 to 44 years,Germany (until 1990 former territory of the FRG),2006,178810
Total,Number,Total,From 35 to 44 years,Denmark,2009,6319
Total,Number,Total,From 35 to 44 years,Denmark,2006,375
Total,Number,Total,From 35 to 44 years,Estonia,2009,0
Total,Number,Total,From 35 to 44 years,Estonia,2006,707
Total,Number,Total,From 35 to 44 years,Finland,2009,6651
Total,Number,Total,From 35 to 44 years,Finland,2006,5803
Total,Number,Total,From 35 to 44 years,Croatia,2009,2367
Total,Number,Total,From 35 to 44 years,Croatia,2006,1844
Total,Number,Total,From 35 to 44 years,Hungary,2009,493
Total,Number,Total,From 35 to 44 years,Hungary,2006,0
Total,Number,Total,From 35 to 44 years,Israel,2009,7785
Total,Number,Total,From 35 to 44 years,Israel,2006,0
Total,Number,Total,From 35 to 44 years,Iceland,2009,86
Total,Number,Total,From 35 to 44 years,Iceland,2006,312
Total,Number,Total,From 35 to 44 years,Lithuania,2009,2455
Total,Number,Total,From 35 to 44 years,Lithuania,2006,1913
Total,Number,Total,From 35 to 44 years,Latvia,2009,577
Total,Number,Total,From 35 to 44 years,Latvia,2006,496
Total,Number,Total,From 35 to 44 years,Malta,2009,149
Total,Number,Total,From 35 to 44 years,Malta,2006,0
Total,Number,Total,From 35 to 44 years,Netherlands,2009,0
Total,Number,Total,From 35 to 44 years,Netherlands,2006,22000
Total,Number,Total,From 35 to 44 years,Norway,2009,5750
Total,Number,Total,From 35 to 44 years,Norway,2006,5020
Total,Number,Total,From 35 to 44 years,Poland,2009,1137
Total,Number,Total,From 35 to 44 years,Poland,2006,0
Total,Number,Total,From 35 to 44 years,Portugal,2009,528
Total,Number,Total,From 35 to 44 years,Portugal,2006,4812
Total,Number,Total,From 35 to 44 years,Russia,2009,491
Total,Number,Total,From 35 to 44 years,Russia,2006,0
Total,Number,Total,From 35 to 44 years,Sweden,2009,18201
Total,Number,Total,From 35 to 44 years,Sweden,2006,16001
Total,Number,Total,From 35 to 44 years,Slovenia,2009,2071
Total,Number,Total,From 35 to 44 years,Slovenia,2006,0
Total,Number,Total,From 35 to 44 years,Turkey,2009,32293
Total,Number,Total,From 35 to 44 years,Turkey,2006,0
Total,Number,Total,From 35 to 44 years,United States,2009,182900
Total,Number,Total,From 35 to 44 years,United States,2006,179800
Total,Number,Total,From 45 to 54 years,Bulgaria,2009,4449
Total,Number,Total,From 45 to 54 years,Bulgaria,2006,4155
Total,Number,Total,From 45 to 54 years,Switzerland,2009,36760
Total,Number,Total,From 45 to 54 years,Switzerland,2006,25649
Total,Number,Total,From 45 to 54 years,Cyprus,2009,0
Total,Number,Total,From 45 to 54 years,Cyprus,2006,692
Total,Number,Total,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2009,179680
Total,Number,Total,From 45 to 54 years,Germany (until 1990 former territory of the FRG),2006,142650
Total,Number,Total,From 45 to 54 years,Denmark,2009,4246
Total,Number,Total,From 45 to 54 years,Denmark,2006,68
Total,Number,Total,From 45 to 54 years,Estonia,2009,0
Total,Number,Total,From 45 to 54 years,Estonia,2006,760
Total,Number,Total,From 45 to 54 years,Finland,2009,6382
Total,Number,Total,From 45 to 54 years,Finland,2006,5493
Total,Number,Total,From 45 to 54 years,Croatia,2009,2122
Total,Number,Total,From 45 to 54 years,Croatia,2006,1848
Total,Number,Total,From 45 to 54 years,Hungary,2009,396
Total,Number,Total,From 45 to 54 years,Hungary,2006,0
Total,Number,Total,From 45 to 54 years,Israel,2009,9273
Total,Number,Total,From 45 to 54 years,Israel,2006,0
Total,Number,Total,From 45 to 54 years,Iceland,2009,114
Total,Number,Total,From 45 to 54 years,Iceland,2006,465
Total,Number,Total,From 45 to 54 years,Lithuania,2009,2672
Total,Number,Total,From 45 to 54 years,Lithuania,2006,2480
Total,Number,Total,From 45 to 54 years,Latvia,2009,808
Total,Number,Total,From 45 to 54 years,Latvia,2006,904
Total,Number,Total,From 45 to 54 years,Malta,2009,172
Total,Number,Total,From 45 to 54 years,Malta,2006,0
Total,Number,Total,From 45 to 54 years,Netherlands,2009,0
Total,Number,Total,From 45 to 54 years,Netherlands,2006,20000
Total,Number,Total,From 45 to 54 years,Norway,2009,5647
Total,Number,Total,From 45 to 54 years,Norway,2006,4310
Total,Number,Total,From 45 to 54 years,Poland,2009,638
Total,Number,Total,From 45 to 54 years,Poland,2006,0
Total,Number,Total,From 45 to 54 years,Portugal,2009,183
Total,Number,Total,From 45 to 54 years,Portugal,2006,4404
Total,Number,Total,From 45 to 54 years,Russia,2009,812
Total,Number,Total,From 45 to 54 years,Russia,2006,0
Total,Number,Total,From 45 to 54 years,Sweden,2009,15202
Total,Number,Total,From 45 to 54 years,Sweden,2006,13502
Total,Number,Total,From 45 to 54 years,Slovenia,2009,1613
Total,Number,Total,From 45 to 54 years,Slovenia,2006,0
Total,Number,Total,From 45 to 54 years,Turkey,2009,21038
Total,Number,Total,From 45 to 54 years,Turkey,2006,0
Total,Number,Total,From 45 to 54 years,United States,2009,190800
Total,Number,Total,From 45 to 54 years,United States,2006,187400
Total,Number,Total,From 55 to 64 years,Bulgaria,2009,5076
Total,Number,Total,From 55 to 64 years,Bulgaria,2006,5080
Total,Number,Total,From 55 to 64 years,Switzerland,2009,28850
Total,Number,Total,From 55 to 64 years,Switzerland,2006,24633
Total,Number,Total,From 55 to 64 years,Cyprus,2009,0
Total,Number,Total,From 55 to 64 years,Cyprus,2006,456
Total,Number,Total,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2009,132980
Total,Number,Total,From 55 to 64 years,Germany (until 1990 former territory of the FRG),2006,120450
Total,Number,Total,From 55 to 64 years,Denmark,2009,1613
Total,Number,Total,From 55 to 64 years,Denmark,2006,15
Total,Number,Total,From 55 to 64 years,Estonia,2009,0
Total,Number,Total,From 55 to 64 years,Estonia,2006,740
Total,Number,Total,From 55 to 64 years,Finland,2009,5080
Total,Number,Total,From 55 to 64 years,Finland,2006,4316
Total,Number,Total,From 55 to 64 years,Croatia,2009,2242
Total,Number,Total,From 55 to 64 years,Croatia,2006,2163
Total,Number,Total,From 55 to 64 years,Hungary,2009,485
Total,Number,Total,From 55 to 64 years,Hungary,2006,0
Total,Number,Total,From 55 to 64 years,Israel,2009,11243
Total,Number,Total,From 55 to 64 years,Israel,2006,0
Total,Number,Total,From 55 to 64 years,Iceland,2009,105
Total,Number,Total,From 55 to 64 years,Iceland,2006,304
Total,Number,Total,From 55 to 64 years,Lithuania,2009,2332
Total,Number,Total,From 55 to 64 years,Lithuania,2006,2336
Total,Number,Total,From 55 to 64 years,Latvia,2009,1170
Total,Number,Total,From 55 to 64 years,Latvia,2006,1258
Total,Number,Total,From 55 to 64 years,Malta,2009,119
Total,Number,Total,From 55 to 64 years,Malta,2006,0
Total,Number,Total,From 55 to 64 years,Netherlands,2009,0
Total,Number,Total,From 55 to 64 years,Netherlands,2006,14000
Total,Number,Total,From 55 to 64 years,Norway,2009,3889
Total,Number,Total,From 55 to 64 years,Norway,2006,2780
Total,Number,Total,From 55 to 64 years,Poland,2009,463
Total,Number,Total,From 55 to 64 years,Poland,2006,0
Total,Number,Total,From 55 to 64 years,Portugal,2009,62
Total,Number,Total,From 55 to 64 years,Portugal,2006,2542
Total,Number,Total,From 55 to 64 years,Russia,2009,1109
Total,Number,Total,From 55 to 64 years,Russia,2006,0
Total,Number,Total,From 55 to 64 years,Sweden,2009,13702
Total,Number,Total,From 55 to 64 years,Sweden,2006,13382
Total,Number,Total,From 55 to 64 years,Slovenia,2009,1221
Total,Number,Total,From 55 to 64 years,Slovenia,2006,0
Total,Number,Total,From 55 to 64 years,Turkey,2009,10767
